season,PLAYER_ID,player,team,minutes,impact_off,impact_def,impact_total,sd_off,sd_def,waa_off,waa_def,waa_total,booker_score,booker_off,booker_def,rank
2023,1627732,Ben Simmons,BRK,1027,0.14,1.42,1.56,1.358,1.362,0.09,0.92,1.02,1.22,0.11,1.11,95
2023,1627734,Domantas Sabonis,SAC,2458,2.44,1.76,4.2,1.371,1.429,3.59,2.58,6.17,3.28,1.91,1.37,15
2023,1627736,Malik Beasley,UTA,1855,-0.16,-1.5,-1.66,1.37,1.465,-0.16,-1.44,-1.6,-1.29,-0.13,-1.17,305
2023,1627739,Kris Dunn,UTA,500,-2.05,-0.95,-3.0,1.466,1.578,-0.53,-0.25,-0.78,-2.34,-1.6,-0.74,237
2023,1627741,Buddy Hield,IND,2276,0.47,0.25,0.73,1.437,1.446,0.63,0.34,0.97,0.57,0.37,0.2,98
2023,1627742,Brandon Ingram,NOP,1368,1.91,0.44,2.34,1.415,1.356,1.59,0.36,1.95,1.83,1.49,0.34,65
2023,1627745,Damian Jones,UTA,414,-0.27,-0.19,-0.46,1.227,1.58,-0.06,-0.04,-0.1,-0.36,-0.21,-0.15,165
2023,1627747,Caris LeVert,CLE,1937,-0.25,0.01,-0.24,1.472,1.379,-0.29,0.01,-0.27,-0.19,-0.2,0.01,189
2023,1627749,Dejounte Murray,ATL,2501,1.97,1.39,3.35,1.4,1.533,2.96,2.09,5.05,2.62,1.53,1.08,24
2023,1627750,Jamal Murray,DEN,1971,1.04,0.54,1.59,1.591,1.485,1.24,0.64,1.88,1.24,0.81,0.42,68
2023,1627751,Jakob Poeltl,SAS,1743,1.73,1.72,3.45,1.196,1.504,1.77,1.75,3.52,2.69,1.35,1.34,41
2023,1627752,Taurean Prince,MIN,1039,-0.73,-1.32,-2.06,1.347,1.442,-0.47,-0.85,-1.31,-1.6,-0.57,-1.03,278
2023,1627759,Jaylen Brown,BOS,2220,1.22,1.86,3.08,1.469,1.448,1.62,2.48,4.09,2.4,0.95,1.45,33
2023,1627763,Malcolm Brogdon,BOS,1535,1.12,0.53,1.64,1.419,1.508,1.03,0.48,1.51,1.28,0.87,0.41,78
2023,1627777,Georges Niang,PHI,1322,0.22,0.46,0.68,1.311,1.354,0.18,0.38,0.56,0.53,0.17,0.36,114
2023,1627780,Gary Payton II,POR,343,1.86,1.25,3.11,1.283,1.539,0.35,0.24,0.59,2.43,1.45,0.98,112
2023,1627783,Pascal Siakam,TOR,2457,2.4,1.56,3.95,1.337,1.408,3.68,2.39,6.06,3.08,1.87,1.21,16
2023,1627788,Furkan Korkmaz,PHI,304,-0.81,-1.81,-2.63,1.367,1.432,-0.16,-0.35,-0.5,-2.05,-0.64,-1.41,219
2023,1627814,Damion Lee,PHO,1337,-0.68,-1.06,-1.73,1.198,1.439,-0.54,-0.85,-1.39,-1.35,-0.53,-0.82,284
2023,1627823,Juancho Hernangomez,TOR,527,-1.76,-2.62,-4.38,1.353,1.531,-0.58,-0.86,-1.44,-3.42,-1.37,-2.05,292
2023,1627826,Ivica Zubac,LAC,2002,-0.26,1.25,0.99,1.244,1.444,-0.32,1.56,1.23,0.77,-0.2,0.97,87
2023,1627827,Dorian Finney-Smith,DAL,1765,-0.75,1.25,0.5,1.148,1.403,-0.78,1.29,0.52,0.39,-0.58,0.97,115
2023,1627832,Fred VanVleet,TOR,2290,2.05,1.97,4.03,1.325,1.379,2.93,2.82,5.75,3.14,1.6,1.54,21
2023,1627863,Danuel House Jr.,PHI,717,-1.22,-0.59,-1.81,1.236,1.493,-0.55,-0.27,-0.82,-1.41,-0.95,-0.46,240
2023,1627884,Derrick Jones Jr.,CHI,778,-1.52,-0.76,-2.28,1.136,1.449,-0.73,-0.37,-1.1,-1.78,-1.18,-0.59,257
2023,1627936,Alex Caruso,CHI,1360,0.27,1.83,2.1,1.181,1.476,0.23,1.54,1.77,1.64,0.21,1.43,74
2023,1628365,Markelle Fultz,ORL,1602,-0.29,-0.67,-0.97,1.416,1.523,-0.28,-0.63,-0.91,-0.76,-0.23,-0.53,247
2023,1628368,De'Aaron Fox,SAC,2212,0.57,-0.56,0.01,1.414,1.479,0.76,-0.74,0.01,0.01,0.45,-0.44,153
2023,1628369,Jayson Tatum,BOS,2513,3.73,2.12,5.84,1.416,1.381,5.6,3.18,8.78,4.56,2.91,1.65,8
2023,1628370,Malik Monk,SAC,1538,-0.76,-1.43,-2.19,1.458,1.391,-0.7,-1.31,-2.01,-1.71,-0.59,-1.11,326
2023,1628372,Dennis Smith Jr.,CHO,1238,-2.43,-1.87,-4.31,1.548,1.457,-1.71,-1.31,-3.02,-3.36,-1.9,-1.46,357
2023,1628373,Frank Ntilikina,DAL,571,-0.98,-1.16,-2.14,1.286,1.485,-0.33,-0.39,-0.72,-1.67,-0.77,-0.91,235
2023,1628374,Lauri Markkanen,UTA,2060,0.59,0.65,1.24,1.351,1.407,0.63,0.69,1.32,0.96,0.46,0.51,85
2023,1628378,Donovan Mitchell,CLE,2163,2.96,0.88,3.84,1.431,1.433,3.79,1.13,4.91,2.99,2.31,0.69,25
2023,1628379,Luke Kennard,LAC,1192,0.16,-1.66,-1.5,1.344,1.387,0.12,-1.24,-1.12,-1.17,0.12,-1.3,259
2023,1628380,Zach Collins,SAS,1266,-0.2,0.45,0.25,1.628,1.953,-0.15,0.33,0.19,0.19,-0.16,0.35,136
2023,1628381,John Collins,ATL,1954,0.84,2.17,3.02,1.328,1.502,0.99,2.56,3.55,2.35,0.66,1.69,40
2023,1628384,OG Anunoby,TOR,2188,0.19,0.85,1.04,1.266,1.412,0.26,1.15,1.41,0.81,0.15,0.66,81
2023,1628386,Jarrett Allen,CLE,1986,1.71,1.56,3.27,1.272,1.407,2.01,1.83,3.85,2.55,1.33,1.22,38
2023,1628389,Bam Adebayo,MIA,2345,1.49,2.91,4.4,1.456,1.342,2.17,4.25,6.42,3.43,1.16,2.27,14
2023,1628392,Isaiah Hartenstein,NYK,1463,2.26,2.72,4.98,1.454,1.63,2.07,2.48,4.55,3.88,1.76,2.12,28
2023,1628398,Kyle Kuzma,WAS,2018,-0.42,-1.15,-1.57,1.348,1.352,-0.54,-1.47,-2.01,-1.23,-0.33,-0.9,327
2023,1628401,Derrick White,BOS,2128,0.76,1.65,2.41,1.296,1.529,0.97,2.1,3.07,1.88,0.59,1.29,48
2023,1628404,Josh Hart,POR,2237,0.0,0.24,0.24,1.204,1.405,0.0,0.29,0.3,0.19,0.0,0.19,123
2023,1628410,Edmond Sumner,BRK,636,-1.37,-1.55,-2.91,1.479,1.709,-0.55,-0.62,-1.17,-2.27,-1.07,-1.2,264
2023,1628415,Dillon Brooks,MEM,2044,-0.11,-1.25,-1.37,1.377,1.389,-0.14,-1.57,-1.71,-1.07,-0.09,-0.98,306
2023,1628418,Thomas Bryant,LAL,958,0.21,-0.39,-0.19,1.368,1.549,0.12,-0.23,-0.11,-0.14,0.16,-0.31,168
2023,1628420,Monté Morris,WAS,1537,-0.14,0.02,-0.12,1.244,1.47,-0.13,0.02,-0.12,-0.1,-0.11,0.01,171
2023,1628427,Vlatko Čančar,DEN,795,-1.35,-1.8,-3.15,1.477,1.742,-0.65,-0.86,-1.51,-2.46,-1.05,-1.4,299
2023,1628432,Davon Reed,DEN,291,0.06,1.17,1.24,1.385,1.583,0.01,0.21,0.22,0.97,0.05,0.92,131
2023,1628436,Luke Kornet,BOS,699,0.06,0.65,0.71,1.313,1.667,0.03,0.27,0.3,0.55,0.05,0.5,124
2023,1628449,Chris Boucher,TOR,1332,-0.0,1.23,1.22,1.38,1.379,-0.0,1.02,1.02,0.95,-0.0,0.96,96
2023,1628467,Maxi Kleber,DAL,773,-0.89,1.22,0.33,1.159,1.479,-0.4,0.55,0.15,0.26,-0.69,0.95,141
2023,1628470,Torrey Craig,PHO,1770,-2.06,-1.64,-3.7,1.286,1.544,-2.19,-1.75,-3.94,-2.88,-1.6,-1.28,367
2023,1628960,Grayson Allen,MIL,1801,-0.68,-0.63,-1.31,1.336,1.492,-0.77,-0.71,-1.49,-1.02,-0.53,-0.49,297
2023,1628962,Udoka Azubuike,UTA,324,-1.28,0.5,-0.77,1.481,1.826,-0.21,0.08,-0.13,-0.6,-0.99,0.39,172
2023,1628963,Marvin Bagley III,DET,855,-2.36,-0.51,-2.87,1.419,1.539,-1.11,-0.24,-1.35,-2.24,-1.84,-0.4,280
2023,1628964,Mo Bamba,ORL,718,-0.11,0.84,0.73,1.4,1.415,-0.05,0.35,0.31,0.57,-0.09,0.65,122
2023,1628966,Keita Bates-Diop,SAS,1287,-1.74,-0.12,-1.86,1.299,1.522,-1.31,-0.09,-1.4,-1.45,-1.36,-0.09,286
2023,1628969,Mikal Bridges,PHO,2616,0.68,0.83,1.51,1.174,1.363,1.07,1.31,2.38,1.18,0.53,0.65,57
2023,1628971,Bruce Brown,DEN,2061,-1.48,-0.8,-2.28,1.209,1.433,-1.84,-1.0,-2.83,-1.78,-1.16,-0.63,352
2023,1628972,Troy Brown Jr.,LAL,1679,-1.35,-1.14,-2.48,1.134,1.404,-1.36,-1.15,-2.51,-1.94,-1.05,-0.89,342
2023,1628973,Jalen Brunson,NYK,2168,1.41,0.82,2.23,1.4,1.37,1.91,1.11,3.01,1.74,1.1,0.64,49
2023,1628975,Jevon Carter,MIL,1606,-0.74,-0.67,-1.4,1.234,1.481,-0.75,-0.67,-1.42,-1.09,-0.57,-0.52,288
2023,1628976,Wendell Carter Jr.,ORL,1520,0.56,1.48,2.04,1.297,1.441,0.5,1.32,1.82,1.59,0.44,1.15,71
2023,1628977,Hamidou Diallo,DET,875,-0.95,-0.4,-1.35,1.416,1.55,-0.46,-0.19,-0.65,-1.05,-0.74,-0.31,232
2023,1628978,Donte DiVincenzo,GSW,1707,-1.16,-1.31,-2.47,1.266,1.491,-1.21,-1.36,-2.57,-1.92,-0.9,-1.02,345
2023,1628981,Bruno Fernando,HOU,362,-1.71,-0.77,-2.48,1.578,1.572,-0.36,-0.16,-0.52,-1.94,-1.34,-0.6,220
2023,1628983,Shai Gilgeous-Alexander,OKC,2147,2.59,0.42,3.01,1.357,1.484,3.37,0.54,3.91,2.35,2.02,0.33,35
2023,1628984,Devonte' Graham,NOP,1173,0.47,0.84,1.31,1.385,1.34,0.34,0.6,0.94,1.02,0.37,0.66,100
2023,1628988,Aaron Holiday,ATL,772,-1.21,-1.2,-2.41,1.285,1.454,-0.56,-0.56,-1.12,-1.88,-0.94,-0.93,260
2023,1628989,Kevin Huerter,SAC,1976,-0.09,-0.61,-0.7,1.227,1.478,-0.11,-0.72,-0.83,-0.55,-0.07,-0.48,243
2023,1628991,Jaren Jackson Jr.,MEM,1685,-0.3,0.06,-0.24,1.433,1.419,-0.31,0.06,-0.25,-0.19,-0.23,0.05,187
2023,1628995,Kevin Knox II,DET,843,-2.59,-2.98,-5.57,1.433,1.555,-1.2,-1.38,-2.58,-4.35,-2.02,-2.33,347
2023,1628997,Caleb Martin,MIA,1873,-0.42,0.45,0.02,1.403,1.502,-0.5,0.52,0.02,0.02,-0.33,0.35,151
2023,1629001,De'Anthony Melton,PHI,1939,1.18,1.99,3.18,1.467,1.459,1.45,2.43,3.88,2.48,0.92,1.55,37
2023,1629002,Chimezie Metu,SAC,617,-1.99,-0.92,-2.91,1.513,1.55,-0.74,-0.34,-1.07,-2.27,-1.56,-0.71,255
2023,1629003,Shake Milton,PHI,1398,-0.78,-0.9,-1.68,1.422,1.422,-0.68,-0.79,-1.47,-1.31,-0.6,-0.7,293
2023,1629004,Svi Mykhailiuk,CHO,424,-1.46,-1.1,-2.56,1.291,1.418,-0.35,-0.26,-0.62,-1.99,-1.14,-0.86,230
2023,1629006,Josh Okogie,PHO,1237,-2.08,-1.08,-3.16,1.165,1.425,-1.55,-0.8,-2.35,-2.46,-1.62,-0.84,333
2023,1629008,Michael Porter Jr.,DEN,1666,0.84,1.22,2.06,1.523,1.576,0.84,1.23,2.07,1.61,0.65,0.95,61
2023,1629011,Mitchell Robinson,NYK,1488,0.34,1.26,1.6,1.146,1.497,0.32,1.17,1.49,1.25,0.27,0.98,79
2023,1629012,Collin Sexton,UTA,1037,-1.27,-1.46,-2.73,1.422,1.41,-0.68,-0.79,-1.47,-2.13,-0.99,-1.14,294
2023,1629013,Landry Shamet,PHO,725,-0.93,-0.37,-1.29,1.265,1.468,-0.4,-0.16,-0.56,-1.01,-0.72,-0.29,221
2023,1629014,Anfernee Simons,POR,1988,-0.34,-0.5,-0.84,1.377,1.371,-0.37,-0.55,-0.92,-0.66,-0.26,-0.39,248
2023,1629018,Gary Trent Jr.,TOR,1911,-0.1,-1.37,-1.47,1.351,1.432,-0.12,-1.63,-1.76,-1.15,-0.08,-1.07,313
2023,1629020,Jarred Vanderbilt,UTA,1730,-0.55,0.54,-0.01,1.198,1.502,-0.49,0.48,-0.01,-0.01,-0.43,0.42,155
2023,1629021,Moritz Wagner,ORL,1006,-0.78,0.26,-0.52,1.466,1.4,-0.46,0.15,-0.31,-0.41,-0.61,0.2,195
2023,1629022,Lonnie Walker IV,LAL,1141,-1.82,-2.54,-4.37,1.419,1.365,-1.25,-1.75,-3.0,-3.41,-1.42,-1.98,356
2023,1629023,P.J. Washington,CHO,2203,-0.41,-0.65,-1.05,1.28,1.522,-0.51,-0.81,-1.32,-0.82,-0.32,-0.5,279
2023,1629026,Kenrich Williams,OKC,1059,0.22,0.95,1.18,1.217,1.463,0.14,0.61,0.75,0.92,0.18,0.74,106
2023,1629027,Trae Young,ATL,2276,4.39,0.41,4.81,1.358,1.503,6.02,0.57,6.59,3.75,3.43,0.32,13
2023,1629028,Deandre Ayton,PHO,1835,0.63,1.49,2.12,1.474,1.44,0.7,1.64,2.34,1.65,0.49,1.16,58
2023,1629029,Luka Dončić,DAL,2107,6.2,1.13,7.33,1.585,1.444,7.68,1.4,9.09,5.72,4.83,0.88,6
2023,1629033,Theo Pinson,DAL,285,-1.92,-0.62,-2.54,1.484,1.693,-0.32,-0.1,-0.43,-1.98,-1.5,-0.48,211
2023,1629048,Goga Bitadze,ORL,390,-0.22,-0.24,-0.46,1.431,1.651,-0.05,-0.06,-0.11,-0.36,-0.17,-0.19,169
2023,1629052,Oshae Brissett,IND,975,-1.28,-1.93,-3.22,1.229,1.576,-0.74,-1.11,-1.84,-2.51,-1.0,-1.51,319
2023,1629056,Terence Davis,SAC,754,0.05,0.4,0.46,1.39,1.405,0.02,0.18,0.21,0.36,0.04,0.32,133
2023,1629057,Robert Williams III,BOS,762,2.16,2.01,4.16,1.171,1.448,0.98,0.91,1.9,3.25,1.68,1.56,67
2023,1629060,Rui Hachimura,LAL,1269,-0.33,-1.73,-2.05,1.404,1.495,-0.25,-1.32,-1.57,-1.6,-0.26,-1.35,303
2023,1629111,Jock Landale,PHO,893,-0.2,-0.36,-0.56,1.669,1.708,-0.11,-0.19,-0.3,-0.43,-0.16,-0.28,194
2023,1629117,Wenyen Gabriel,LAL,890,-1.95,-1.3,-3.26,1.526,1.67,-1.05,-0.7,-1.75,-2.54,-1.52,-1.02,312
2023,1629130,Duncan Robinson,MIA,629,0.29,0.66,0.95,1.285,1.342,0.12,0.26,0.37,0.74,0.23,0.51,119
2023,1629134,Kendrick Nunn,LAL,828,-0.7,-0.94,-1.65,1.483,1.356,-0.35,-0.47,-0.82,-1.28,-0.55,-0.74,241
2023,1629139,Yuta Watanabe,BRK,784,-1.1,-1.05,-2.15,1.295,1.638,-0.54,-0.52,-1.07,-1.67,-0.85,-0.82,256
2023,1629162,Jordan McLaughlin,MIN,584,-0.69,-0.29,-0.98,1.167,1.543,-0.25,-0.1,-0.35,-0.76,-0.54,-0.22,199
2023,1629216,Gabe Vincent,MIA,1535,-0.5,-0.46,-0.96,1.415,1.453,-0.48,-0.44,-0.92,-0.75,-0.39,-0.36,249
2023,1629234,Drew Eubanks,POR,1407,-1.55,-1.57,-3.12,1.344,1.573,-1.2,-1.22,-2.42,-2.44,-1.21,-1.23,336
2023,1629308,Juan Toscano-Anderson,UTA,620,-0.43,0.21,-0.22,1.205,1.505,-0.14,0.07,-0.07,-0.17,-0.33,0.16,163
2023,1629312,Haywood Highsmith,MIA,856,-1.1,-2.13,-3.23,1.623,1.877,-0.58,-1.13,-1.72,-2.51,-0.86,-1.66,308
2023,1629599,Amir Coffey,LAC,551,-0.15,-0.33,-0.48,1.42,1.522,-0.05,-0.11,-0.17,-0.38,-0.12,-0.26,177
2023,1629611,Terance Mann,LAC,1707,-0.25,-0.3,-0.55,1.223,1.396,-0.27,-0.32,-0.58,-0.43,-0.19,-0.23,223
2023,1629622,Max Strus,MIA,1957,0.8,0.4,1.2,1.351,1.436,0.98,0.49,1.46,0.94,0.63,0.31,80
2023,1629626,Bol Bol,ORL,1383,-1.18,-1.98,-3.16,1.68,1.752,-0.96,-1.61,-2.57,-2.46,-0.92,-1.55,346
2023,1629627,Zion Williamson,NOP,843,2.39,1.61,4.01,1.433,1.473,1.23,0.83,2.06,3.12,1.87,1.26,63
2023,1629628,RJ Barrett,NYK,2307,-1.34,-1.5,-2.84,1.34,1.377,-1.92,-2.17,-4.09,-2.21,-1.04,-1.17,368
2023,1629629,Cam Reddish,POR,895,-2.57,-2.87,-5.44,1.426,1.43,-1.27,-1.42,-2.69,-4.24,-2.01,-2.24,350
2023,1629630,Ja Morant,MEM,1788,1.42,1.13,2.55,1.407,1.35,1.56,1.23,2.79,1.99,1.11,0.88,50
2023,1629631,De'Andre Hunter,ATL,1956,-1.82,-0.23,-2.05,1.453,1.515,-2.14,-0.28,-2.41,-1.6,-1.42,-0.18,335
2023,1629632,Coby White,CHI,1504,-0.98,-1.15,-2.13,1.396,1.431,-0.91,-1.07,-1.98,-1.66,-0.76,-0.9,325
2023,1629634,Brandon Clarke,MEM,968,1.48,0.27,1.74,1.315,1.461,0.88,0.16,1.03,1.36,1.15,0.21,93
2023,1629636,Darius Garland,CLE,2221,0.97,0.36,1.34,1.364,1.42,1.28,0.48,1.76,1.04,0.76,0.28,75
2023,1629637,Jaxson Hayes,NOP,510,-0.04,-0.29,-0.32,1.286,1.47,-0.01,-0.09,-0.1,-0.25,-0.03,-0.22,166
2023,1629638,Nickeil Alexander-Walker,UTA,781,-1.31,-2.12,-3.43,1.405,1.439,-0.53,-0.86,-1.39,-2.67,-1.02,-1.66,285
2023,1629639,Tyler Herro,MIA,2053,0.17,-1.14,-0.97,1.374,1.476,0.21,-1.45,-1.24,-0.76,0.13,-0.89,272
2023,1629640,Keldon Johnson,SAS,1799,-0.93,-0.91,-1.84,1.382,1.479,-0.98,-0.96,-1.94,-1.43,-0.72,-0.71,322
2023,1629641,Romeo Langford,SAS,756,-1.44,-0.73,-2.17,1.212,1.649,-0.64,-0.32,-0.96,-1.69,-1.13,-0.57,252
2023,1629642,Nassir Little,POR,862,-1.17,-1.47,-2.64,1.325,1.495,-0.56,-0.7,-1.26,-2.06,-0.91,-1.14,275
2023,1629643,Chuma Okeke,ORL,456,-0.62,-0.72,-1.33,1.28,1.457,-0.17,-0.19,-0.36,-1.04,-0.48,-0.56,201
2023,1629645,Kevin Porter Jr.,HOU,1843,-1.55,-1.72,-3.27,1.384,1.407,-1.65,-1.83,-3.47,-2.55,-1.21,-1.34,363
2023,1629646,Charles Bassey,SAS,423,-0.37,-0.5,-0.87,1.536,1.802,-0.09,-0.13,-0.22,-0.68,-0.29,-0.39,185
2023,1629647,Darius Bazley,OKC,544,-2.16,-2.0,-4.16,1.293,1.501,-0.71,-0.66,-1.37,-3.25,-1.69,-1.56,282
2023,1629650,Moses Brown,LAC,262,-2.75,-0.8,-3.55,1.473,1.554,-0.45,-0.13,-0.58,-2.77,-2.14,-0.62,224
2023,1629651,Nic Claxton,BRK,2073,-0.92,0.78,-0.14,1.434,1.607,-1.21,1.03,-0.18,-0.11,-0.72,0.61,179
2023,1629652,Luguentz Dort,OKC,2053,-1.23,-0.53,-1.75,1.406,1.441,-1.53,-0.65,-2.18,-1.37,-0.96,-0.41,329
2023,1629655,Daniel Gafford,WAS,1484,0.78,0.89,1.67,1.242,1.496,0.73,0.84,1.57,1.3,0.61,0.7,77
2023,1629656,Quentin Grimes,NYK,1936,-0.91,-0.13,-1.03,1.374,1.67,-1.1,-0.15,-1.25,-0.81,-0.71,-0.1,273
2023,1629659,Talen Horton-Tucker,UTA,1180,-1.42,-0.85,-2.26,1.489,1.544,-0.87,-0.52,-1.38,-1.76,-1.1,-0.66,283
2023,1629660,Ty Jerome,GSW,742,-0.6,0.2,-0.4,1.457,1.499,-0.27,0.09,-0.18,-0.32,-0.47,0.15,180
2023,1629661,Cameron Johnson,BRK,1066,0.38,0.91,1.29,1.211,1.413,0.26,0.61,0.87,1.0,0.3,0.71,103
2023,1629667,Jalen McDaniels,CHO,1724,-0.78,-0.98,-1.76,1.339,1.55,-0.76,-0.96,-1.72,-1.37,-0.61,-0.77,309
2023,1629669,Jaylen Nowell,MIN,1093,-0.1,-0.52,-0.62,1.468,1.526,-0.07,-0.35,-0.42,-0.49,-0.08,-0.41,209
2023,1629670,Jordan Nwora,IND,1070,-2.1,-3.93,-6.03,1.583,1.598,-1.32,-2.47,-3.79,-4.7,-1.64,-3.06,365
2023,1629673,Jordan Poole,GSW,2191,0.11,-0.19,-0.07,1.482,1.363,0.15,-0.25,-0.1,-0.06,0.09,-0.15,167
2023,1629675,Naz Reid,MIN,1100,-0.64,-0.02,-0.66,1.477,1.569,-0.43,-0.01,-0.45,-0.52,-0.5,-0.02,215
2023,1629676,Isaiah Roby,SAS,376,-0.34,-1.36,-1.71,1.275,1.525,-0.08,-0.3,-0.38,-1.33,-0.27,-1.06,205
2023,1629678,Admiral Schofield,ORL,408,-2.16,-1.51,-3.67,1.309,1.639,-0.52,-0.36,-0.88,-2.86,-1.68,-1.18,245
2023,1629680,Matisse Thybulle,POR,1083,-0.85,-0.17,-1.03,1.073,1.346,-0.51,-0.1,-0.62,-0.8,-0.67,-0.14,231
2023,1629684,Grant Williams,BOS,1807,-1.4,-1.35,-2.74,1.173,1.447,-1.51,-1.46,-2.96,-2.14,-1.09,-1.05,354
2023,1629723,John Konchar,MEM,1339,0.15,0.22,0.37,1.115,1.503,0.12,0.18,0.3,0.29,0.11,0.17,125
2023,1629726,Garrison Mathews,HOU,609,-1.24,-0.87,-2.11,1.183,1.37,-0.44,-0.31,-0.74,-1.65,-0.97,-0.68,236
2023,1629731,Dean Wade,CLE,792,-0.38,-0.64,-1.02,1.162,1.459,-0.18,-0.3,-0.48,-0.79,-0.29,-0.5,218
2023,1629750,Javonte Green,CHI,432,-1.05,-0.21,-1.26,1.174,1.54,-0.28,-0.06,-0.34,-0.98,-0.82,-0.16,198
2023,1630162,Anthony Edwards,MIN,2545,0.41,-0.68,-0.27,1.425,1.591,0.65,-1.07,-0.42,-0.21,0.32,-0.53,210
2023,1630163,LaMelo Ball,CHO,1194,0.77,0.25,1.02,1.435,1.503,0.52,0.17,0.69,0.8,0.6,0.2,108
2023,1630164,James Wiseman,DET,767,-3.21,-3.86,-7.07,1.552,1.555,-1.35,-1.63,-2.98,-5.51,-2.5,-3.01,355
2023,1630165,Killian Hayes,DET,1930,-2.41,-3.19,-5.6,1.391,1.409,-2.55,-3.38,-5.93,-4.37,-1.88,-2.49,370
2023,1630166,Deni Avdija,WAS,1807,-0.49,0.09,-0.4,1.174,1.365,-0.57,0.11,-0.46,-0.31,-0.39,0.07,216
2023,1630167,Obi Toppin,NYK,947,0.13,0.32,0.44,1.465,1.542,0.08,0.19,0.26,0.35,0.1,0.25,130
2023,1630168,Onyeka Okongwu,ATL,1704,-0.5,0.61,0.11,1.259,1.469,-0.52,0.63,0.11,0.09,-0.39,0.48,144
2023,1630169,Tyrese Haliburton,IND,1688,1.76,-1.49,0.27,1.353,1.597,1.75,-1.47,0.27,0.21,1.37,-1.16,129
2023,1630170,Devin Vassell,SAS,1046,-0.11,-0.02,-0.13,1.352,1.465,-0.07,-0.01,-0.08,-0.1,-0.09,-0.01,164
2023,1630171,Isaac Okoro,CLE,1482,-2.03,-1.73,-3.76,1.22,1.456,-1.78,-1.52,-3.29,-2.93,-1.58,-1.35,361
2023,1630172,Patrick Williams,CHI,2099,-1.33,-2.74,-4.07,1.285,1.456,-1.73,-3.57,-5.29,-3.17,-1.03,-2.14,369
2023,1630173,Precious Achiuwa,TOR,1022,-1.9,-0.93,-2.83,1.472,1.51,-1.21,-0.59,-1.8,-2.21,-1.48,-0.72,318
2023,1630174,Aaron Nesmith,IND,1658,-1.0,-0.28,-1.28,1.273,1.489,-0.97,-0.28,-1.25,-1.0,-0.78,-0.22,274
2023,1630175,Cole Anthony,ORL,1357,-0.71,-1.06,-1.76,1.518,1.515,-0.56,-0.84,-1.4,-1.37,-0.55,-0.82,287
2023,1630177,Theo Maledon,CHO,718,-2.38,-3.67,-6.05,1.348,1.487,-0.97,-1.5,-2.47,-4.72,-1.86,-2.86,339
2023,1630178,Tyrese Maxey,PHI,1806,-0.28,-0.71,-1.0,1.514,1.432,-0.32,-0.81,-1.14,-0.78,-0.22,-0.56,261
2023,1630180,Saddiq Bey,DET,1907,-0.19,-1.81,-2.0,1.374,1.497,-0.2,-1.9,-2.09,-1.56,-0.15,-1.41,328
2023,1630181,R.J. Hampton,DET,674,-2.45,-4.11,-6.56,1.452,1.482,-0.91,-1.52,-2.43,-5.11,-1.91,-3.21,337
2023,1630182,Josh Green,DAL,1345,-0.92,-0.39,-1.31,1.462,1.56,-0.73,-0.31,-1.04,-1.02,-0.72,-0.3,254
2023,1630183,Jaden McDaniels,MIN,2174,-2.17,-0.75,-2.92,1.205,1.45,-2.91,-1.0,-3.9,-2.28,-1.69,-0.58,366
2023,1630188,Jalen Smith,IND,1195,-0.89,-0.93,-1.82,1.554,1.659,-0.63,-0.65,-1.28,-1.42,-0.69,-0.73,276
2023,1630191,Isaiah Stewart,DET,1272,-1.2,1.17,-0.03,1.263,1.512,-0.84,0.82,-0.02,-0.02,-0.94,0.92,156
2023,1630192,Zeke Nnaji,DEN,664,-1.51,-2.22,-3.73,1.351,1.678,-0.6,-0.89,-1.49,-2.91,-1.18,-1.73,298
2023,1630193,Immanuel Quickley,NYK,2103,1.09,1.91,3.0,1.411,1.445,1.43,2.51,3.93,2.34,0.85,1.49,34
2023,1630194,Paul Reed,PHI,661,0.32,-0.2,0.12,1.646,1.658,0.13,-0.08,0.05,0.09,0.25,-0.15,149
2023,1630197,Aleksej Pokusevski,OKC,644,-1.68,-1.98,-3.67,1.423,1.442,-0.66,-0.77,-1.43,-2.86,-1.31,-1.55,291
2023,1630198,Isaiah Joe,OKC,1212,-1.72,-0.71,-2.43,1.361,1.572,-1.26,-0.52,-1.78,-1.89,-1.34,-0.55,317
2023,1630200,Tre Jones,SAS,1777,-1.06,-0.31,-1.36,1.425,1.627,-1.1,-0.32,-1.42,-1.06,-0.82,-0.24,289
2023,1630201,Malachi Flynn,TOR,619,-1.19,-1.24,-2.43,1.489,1.545,-0.46,-0.48,-0.94,-1.9,-0.93,-0.97,250
2023,1630202,Payton Pritchard,BOS,561,-0.06,-0.27,-0.33,1.367,1.578,-0.02,-0.09,-0.11,-0.26,-0.05,-0.21,170
2023,1630205,Lamar Stevens,CLE,1017,-1.89,-2.3,-4.19,1.404,1.575,-1.14,-1.39,-2.52,-3.27,-1.47,-1.8,343
2023,1630208,Nick Richards,CHO,1069,-2.11,-1.1,-3.21,1.371,1.765,-1.28,-0.66,-1.94,-2.5,-1.65,-0.85,323
2023,1630214,Xavier Tillman,MEM,1079,-0.94,0.07,-0.88,1.401,1.56,-0.62,0.04,-0.58,-0.68,-0.74,0.05,225
2023,1630217,Desmond Bane,MEM,1705,1.6,0.95,2.55,1.385,1.373,1.67,0.99,2.66,1.99,1.25,0.74,53
