season,PLAYER_ID,player,team,minutes,impact_off,impact_def,impact_total,sd_off,sd_def,waa_off,waa_def,waa_total,booker_score,booker_off,booker_def,rank
2019,1626224,Cedi Osman,CLE,2202,-1.24,0.31,-0.93,1.491,1.672,-2.03,0.51,-1.52,-0.9,-1.21,0.3,266
2019,1626245,Cristiano Felicio,CHI,686,-1.74,-0.51,-2.25,1.251,1.6,-0.81,-0.24,-1.05,-2.18,-1.69,-0.49,229
2019,1626246,Boban Marjanovic,LAC,612,1.84,2.66,4.5,1.58,1.603,0.82,1.18,2.0,4.37,1.79,2.58,60
2019,1626257,Salah Mejri,DAL,350,0.44,1.39,1.84,1.224,1.673,0.11,0.34,0.45,1.79,0.43,1.36,106
2019,1627732,Ben Simmons,PHI,2486,2.57,2.81,5.38,1.664,1.554,5.23,5.71,10.94,5.23,2.5,2.73,11
2019,1627733,Dragan Bender,PHO,764,-1.36,-2.47,-3.83,1.235,1.602,-0.79,-1.44,-2.23,-3.72,-1.32,-2.4,309
2019,1627734,Domantas Sabonis,IND,1636,-1.31,-0.92,-2.23,1.47,1.521,-1.65,-1.16,-2.81,-2.17,-1.28,-0.89,326
2019,1627736,Malik Beasley,DEN,1695,-1.26,-0.45,-1.71,1.628,1.802,-1.6,-0.57,-2.17,-1.66,-1.23,-0.44,307
2019,1627737,Marquese Chriss,CLE,450,-1.96,-1.92,-3.88,1.419,1.484,-0.66,-0.64,-1.3,-3.77,-1.91,-1.86,253
2019,1627739,Kris Dunn,CHI,1296,-0.75,-2.02,-2.77,1.621,1.579,-0.66,-1.78,-2.44,-2.69,-0.73,-1.96,317
2019,1627741,Buddy Hield,SAC,2355,0.18,-0.19,-0.01,1.551,1.538,0.32,-0.34,-0.01,-0.01,0.18,-0.19,132
2019,1627742,Brandon Ingram,LAL,1570,-0.74,-2.19,-2.93,1.462,1.626,-0.93,-2.78,-3.72,-2.84,-0.71,-2.13,340
2019,1627745,Damian Jones,GSW,372,-2.59,-1.24,-3.83,1.513,1.953,-0.72,-0.35,-1.07,-3.72,-2.51,-1.2,232
2019,1627747,Caris LeVert,BRK,937,-0.34,-0.95,-1.29,1.578,1.586,-0.24,-0.67,-0.91,-1.26,-0.33,-0.93,222
2019,1627748,Thon Maker,DET,884,-1.94,-3.22,-5.16,1.437,1.726,-1.17,-1.95,-3.12,-5.01,-1.88,-3.13,329
2019,1627750,Jamal Murray,DEN,2207,0.12,-0.26,-0.14,1.587,1.652,0.19,-0.43,-0.24,-0.14,0.11,-0.25,153
2019,1627751,Jakob Poeltl,SAS,1136,0.47,-0.42,0.06,1.362,1.52,0.41,-0.36,0.05,0.06,0.46,-0.4,128
2019,1627752,Taurean Prince,ATL,1417,-0.52,-1.01,-1.53,1.52,1.582,-0.55,-1.06,-1.61,-1.49,-0.51,-0.98,270
2019,1627759,Jaylen Brown,BOS,1665,-0.93,-0.45,-1.38,1.546,1.541,-1.18,-0.57,-1.75,-1.34,-0.91,-0.44,283
2019,1627761,DeAndre' Bembry,ATL,1642,-0.61,-2.23,-2.84,1.557,1.637,-0.75,-2.71,-3.46,-2.76,-0.6,-2.16,337
2019,1627763,Malcolm Brogdon,MIL,1637,-0.51,-0.88,-1.39,1.46,1.684,-0.66,-1.14,-1.8,-1.36,-0.5,-0.86,287
2019,1627767,Cheick Diallo,NOP,784,-1.54,-1.52,-3.06,1.621,1.881,-0.89,-0.87,-1.76,-2.97,-1.5,-1.47,284
2019,1627774,Jake Layman,POR,1215,-2.36,-1.2,-3.55,1.539,1.785,-2.2,-1.11,-3.31,-3.45,-2.29,-1.16,335
2019,1627775,Patrick McCaw,TOR,350,-2.98,-4.95,-7.92,1.433,1.597,-0.74,-1.24,-1.98,-7.7,-2.89,-4.81,297
2019,1627777,Georges Niang,UTA,424,-1.71,-1.62,-3.33,1.973,1.899,-0.55,-0.53,-1.08,-3.23,-1.66,-1.58,234
2019,1627782,Wayne Selden,CHI,1256,-0.99,-2.86,-3.85,1.643,1.655,-0.85,-2.44,-3.29,-3.74,-0.97,-2.78,334
2019,1627783,Pascal Siakam,TOR,2369,-0.57,0.0,-0.56,1.342,1.701,-0.96,0.01,-0.96,-0.55,-0.55,0.0,225
2019,1627786,Troy Williams,SAC,275,-0.86,-1.98,-2.84,1.639,1.749,-0.18,-0.41,-0.59,-2.76,-0.83,-1.93,191
2019,1627788,Furkan Korkmaz,PHI,583,-0.96,-1.44,-2.4,1.633,1.853,-0.46,-0.69,-1.14,-2.33,-0.93,-1.4,241
2019,1627789,Timothe Luwawu-Cabarrot,CHI,589,-1.43,-2.31,-3.74,1.382,1.607,-0.57,-0.93,-1.5,-3.63,-1.39,-2.24,264
2019,1627790,Ante Zizic,CLE,984,-0.48,-1.14,-1.63,1.841,1.882,-0.35,-0.84,-1.19,-1.58,-0.47,-1.11,243
2019,1627812,Yogi Ferrell,SAC,960,-0.31,0.36,0.06,1.481,1.554,-0.22,0.26,0.04,0.05,-0.3,0.35,129
2019,1627814,Damion Lee,GSW,319,-0.68,-0.33,-1.01,1.873,2.0,-0.16,-0.08,-0.24,-0.98,-0.66,-0.32,154
2019,1627816,Alex Poythress,ATL,252,-1.62,-0.69,-2.31,1.512,1.815,-0.3,-0.13,-0.43,-2.25,-1.58,-0.67,179
2019,1627820,Tyrone Wallace,LAC,543,-1.17,-2.57,-3.73,1.546,1.782,-0.46,-1.01,-1.47,-3.63,-1.13,-2.49,263
2019,1627823,Juancho Hernangomez,DEN,1221,-1.39,-2.06,-3.45,1.406,1.793,-1.27,-1.88,-3.15,-3.35,-1.35,-2.0,331
2019,1627826,Ivica Zubac,LAC,916,-0.97,0.25,-0.71,1.692,1.756,-0.64,0.17,-0.47,-0.69,-0.94,0.25,182
2019,1627827,Dorian Finney-Smith,DAL,1786,-2.42,-1.54,-3.95,1.271,1.654,-2.99,-1.9,-4.89,-3.84,-2.35,-1.49,346
2019,1627832,Fred VanVleet,TOR,1584,1.03,1.77,2.8,1.669,1.62,1.16,2.01,3.17,2.72,1.0,1.72,43
2019,1627846,Abdel Nader,OKC,621,-1.43,-3.96,-5.39,1.666,1.802,-0.68,-1.89,-2.57,-5.24,-1.39,-3.85,319
2019,1627853,Ryan Arcidiacono,CHI,1759,-1.92,-0.51,-2.42,1.188,1.852,-2.29,-0.6,-2.9,-2.35,-1.86,-0.49,328
2019,1627854,Bryn Forbes,SAS,2047,-1.91,-1.69,-3.59,1.414,1.611,-2.97,-2.63,-5.61,-3.49,-1.85,-1.64,352
2019,1627863,Danuel House Jr.,HOU,853,-0.49,2.08,1.59,1.267,1.881,-0.31,1.32,1.01,1.55,-0.48,2.03,85
2019,1627884,Derrick Jones Jr.,MIA,1020,-0.33,-0.84,-1.17,1.276,1.731,-0.26,-0.65,-0.92,-1.14,-0.32,-0.81,223
2019,1627885,Shaquille Harrison,CHI,1255,-0.18,0.4,0.22,1.809,2.0,-0.16,0.34,0.19,0.21,-0.18,0.39,119
2019,1627936,Alex Caruso,LAL,469,-0.97,-1.83,-2.8,1.47,1.771,-0.37,-0.69,-1.06,-2.72,-0.95,-1.78,230
2019,1628021,David Nwaba,CLE,871,-1.84,0.15,-1.69,1.47,1.748,-1.2,0.1,-1.1,-1.64,-1.79,0.15,236
2019,1628035,Alfonzo McKinnie,GSW,873,-0.74,-0.56,-1.3,1.645,1.896,-0.49,-0.36,-0.85,-1.26,-0.72,-0.54,220
2019,1628365,Markelle Fultz,PHI,387,-1.0,-1.05,-2.05,1.756,1.91,-0.32,-0.33,-0.65,-1.99,-0.97,-1.02,196
2019,1628366,Lonzo Ball,LAL,1279,-0.95,-0.39,-1.33,1.697,1.7,-0.98,-0.4,-1.38,-1.29,-0.92,-0.38,257
2019,1628367,Josh Jackson,PHO,1799,-1.61,-3.24,-4.84,1.64,1.63,-2.2,-4.43,-6.63,-4.71,-1.56,-3.14,356
2019,1628368,De'Aaron Fox,SAC,2259,-2.29,-2.68,-4.97,1.718,1.806,-3.89,-4.55,-8.43,-4.83,-2.23,-2.6,357
2019,1628369,Jayson Tatum,BOS,2172,0.84,1.45,2.28,1.589,1.624,1.38,2.39,3.77,2.22,0.81,1.41,40
2019,1628370,Malik Monk,CHO,1107,-1.78,-4.5,-6.29,1.787,1.772,-1.49,-3.77,-5.27,-6.11,-1.73,-4.38,351
2019,1628371,Jonathan Isaac,ORL,1854,-0.36,0.18,-0.18,1.63,1.934,-0.49,0.24,-0.25,-0.18,-0.35,0.17,156
2019,1628372,Dennis Smith Jr.,DAL,1400,-1.25,-2.83,-4.09,1.616,1.636,-1.21,-2.74,-3.96,-3.97,-1.22,-2.75,342
2019,1628373,Frank Ntilikina,NYK,796,-1.43,-2.05,-3.49,1.487,1.707,-0.84,-1.21,-2.05,-3.39,-1.39,-2.0,301
2019,1628374,Lauri Markkanen,CHI,1537,-0.12,-1.18,-1.3,1.644,1.712,-0.12,-1.23,-1.36,-1.26,-0.11,-1.15,256
2019,1628378,Donovan Mitchell,UTA,2307,0.84,0.89,1.73,1.669,1.637,1.48,1.57,3.05,1.68,0.82,0.86,46
2019,1628379,Luke Kennard,DET,1288,0.4,-0.07,0.33,1.449,1.682,0.36,-0.07,0.29,0.32,0.39,-0.07,111
2019,1628380,Zach Collins,POR,1209,-2.78,-0.2,-2.98,1.479,1.668,-2.58,-0.18,-2.77,-2.9,-2.71,-0.19,324
2019,1628381,John Collins,ATL,1674,-0.67,0.1,-0.57,1.496,1.666,-0.83,0.12,-0.71,-0.55,-0.65,0.09,208
2019,1628382,Justin Jackson,SAC,1433,-2.27,-0.64,-2.91,1.456,1.691,-2.45,-0.69,-3.13,-2.83,-2.21,-0.62,330
2019,1628384,OG Anunoby,TOR,1185,-1.03,-1.8,-2.83,1.32,1.704,-0.87,-1.53,-2.4,-2.75,-1.0,-1.75,315
2019,1628386,Jarrett Allen,BRK,1887,-1.23,-1.18,-2.4,1.449,1.635,-1.73,-1.66,-3.4,-2.33,-1.19,-1.14,336
2019,1628388,T.J. Leaf,IND,472,-1.97,-2.81,-4.78,1.458,1.825,-0.71,-1.02,-1.74,-4.65,-1.91,-2.73,280
2019,1628389,Bam Adebayo,MIA,1711,-1.63,-0.54,-2.17,1.57,1.732,-2.14,-0.71,-2.85,-2.11,-1.59,-0.53,327
2019,1628390,Terrance Ferguson,OKC,1739,-1.96,-2.51,-4.47,1.345,1.776,-2.62,-3.35,-5.97,-4.34,-1.9,-2.44,353
2019,1628391,D.J. Wilson,MIL,754,-0.65,-1.4,-2.05,1.526,1.951,-0.39,-0.83,-1.22,-1.99,-0.63,-1.36,247
2019,1628395,Jordan Bell,GSW,685,0.23,1.53,1.76,1.552,1.772,0.12,0.79,0.91,1.71,0.22,1.49,91
2019,1628397,Ivan Rabb,MEM,623,-0.85,-1.55,-2.4,1.729,1.778,-0.43,-0.8,-1.23,-2.33,-0.82,-1.51,249
2019,1628398,Kyle Kuzma,LAL,2025,0.08,-0.26,-0.18,1.697,1.681,0.13,-0.43,-0.3,-0.18,0.08,-0.26,160
2019,1628400,Semi Ojeleye,BOS,533,-1.74,-4.02,-5.77,1.189,1.785,-0.71,-1.63,-2.34,-5.6,-1.69,-3.91,311
2019,1628401,Derrick White,SAS,1566,0.45,0.38,0.83,1.597,1.829,0.54,0.46,1.0,0.81,0.44,0.37,87
2019,1628404,Josh Hart,LAL,1471,0.44,-0.48,-0.04,1.35,1.7,0.52,-0.58,-0.05,-0.04,0.43,-0.47,134
2019,1628407,Dwayne Bacon,CHO,644,-3.26,-2.26,-5.52,1.417,1.705,-1.59,-1.1,-2.69,-5.37,-3.17,-2.2,322
2019,1628411,Wes Iwundu,ORL,1089,-1.98,-3.24,-5.22,1.312,1.808,-1.56,-2.55,-4.11,-5.08,-1.93,-3.15,343
2019,1628412,Frank Mason III,SAC,380,-1.22,-0.66,-1.88,1.761,1.894,-0.35,-0.19,-0.54,-1.83,-1.19,-0.64,187
2019,1628414,Sindarius Thornwell,LAC,260,-1.45,-0.49,-1.95,1.354,1.728,-0.27,-0.09,-0.37,-1.89,-1.41,-0.48,173
2019,1628415,Dillon Brooks,MEM,282,-0.82,-1.82,-2.64,1.574,1.601,-0.19,-0.42,-0.61,-2.56,-0.8,-1.76,194
2019,1628416,Tyler Dorsey,MEM,624,-0.89,-0.97,-1.86,1.721,1.671,-0.46,-0.5,-0.95,-1.8,-0.86,-0.94,224
2019,1628418,Thomas Bryant,WAS,1392,-1.12,-0.33,-1.44,1.695,2.065,-1.13,-0.33,-1.46,-1.4,-1.09,-0.32,262
2019,1628420,Monté Morris,DEN,1728,-0.3,-0.12,-0.42,1.507,1.915,-0.39,-0.16,-0.55,-0.41,-0.29,-0.12,188
2019,1628422,Damyean Dotson,NYK,1807,-0.71,0.59,-0.12,1.616,1.811,-0.95,0.79,-0.16,-0.12,-0.69,0.57,145
2019,1628425,Sterling Brown,MIL,900,-1.51,-1.7,-3.21,1.47,1.758,-1.07,-1.21,-2.28,-3.12,-1.47,-1.65,310
2019,1628436,Luke Kornet,NYK,725,-0.37,-0.43,-0.81,1.815,1.813,-0.2,-0.23,-0.43,-0.78,-0.36,-0.42,180
2019,1628443,Kadeem Allen,NYK,375,-2.0,-0.45,-2.44,1.709,2.018,-0.55,-0.12,-0.68,-2.37,-1.94,-0.43,200
2019,1628464,Daniel Theis,BOS,799,-0.9,0.47,-0.43,1.525,1.696,-0.55,0.29,-0.26,-0.42,-0.88,0.46,158
2019,1628467,Maxi Kleber,DAL,1295,-0.95,0.71,-0.24,1.317,1.799,-0.85,0.64,-0.21,-0.23,-0.92,0.69,151
2019,1628469,Antonio Blakeney,CHI,754,-0.97,-2.41,-3.38,1.839,1.797,-0.5,-1.24,-1.74,-3.29,-0.95,-2.34,281
2019,1628470,Torrey Craig,DEN,1363,-1.56,-2.13,-3.69,1.386,1.759,-1.6,-2.18,-3.77,-3.59,-1.52,-2.07,341
2020,1713,Vince Carter,ATL,723,-0.13,-0.13,-0.26,1.086,1.065,-0.09,-0.09,-0.17,-0.24,-0.12,-0.12,153
2020,2544,LeBron James,LAL,2133,4.83,3.46,8.29,1.076,1.08,8.54,6.12,14.66,7.65,4.45,3.19,3
2020,2546,Carmelo Anthony,POR,1769,-1.05,-1.63,-2.68,1.107,1.105,-1.45,-2.24,-3.69,-2.47,-0.97,-1.5,319
2020,2594,Kyle Korver,MIL,829,0.47,-0.12,0.35,1.028,1.153,0.32,-0.08,0.24,0.32,0.43,-0.11,135
2020,2730,Dwight Howard,LAL,1142,-1.16,0.09,-1.07,1.041,1.17,-1.1,0.08,-1.02,-0.99,-1.07,0.08,213
2020,2738,Andre Iguodala,MIA,372,-0.02,1.25,1.23,0.902,1.159,-0.01,0.4,0.39,1.13,-0.02,1.16,123
2020,2772,Trevor Ariza,SAC,1317,-1.43,-0.58,-2.01,0.919,1.135,-1.54,-0.62,-2.15,-1.85,-1.32,-0.53,268
2020,101107,Marvin Williams,CHO,979,-0.53,-0.17,-0.69,1.007,1.157,-0.46,-0.14,-0.6,-0.64,-0.49,-0.15,191
2020,101108,Chris Paul,OKC,1992,4.21,2.74,6.95,1.141,1.145,6.99,4.55,11.54,6.41,3.88,2.53,6
2020,101133,Ian Mahinmi,WAS,715,-0.52,0.63,0.11,1.089,1.327,-0.3,0.37,0.06,0.1,-0.48,0.58,143
2020,101141,Ersan Ilyasova,MIL,866,0.89,0.97,1.86,0.954,1.08,0.64,0.7,1.34,1.72,0.82,0.89,85
2020,101150,Lou Williams,LAC,1644,1.77,0.07,1.84,1.036,1.072,2.52,0.1,2.62,1.69,1.63,0.07,54
2020,200746,LaMarcus Aldridge,SAS,1494,2.07,1.81,3.88,1.1,1.068,2.64,2.31,4.95,3.58,1.91,1.67,26
2020,200752,Rudy Gay,SAS,1248,0.47,0.33,0.8,1.16,1.122,0.5,0.35,0.85,0.73,0.43,0.3,104
2020,200755,JJ Redick,NOP,1412,1.19,0.36,1.54,1.054,1.116,1.33,0.4,1.73,1.42,1.09,0.33,76
2020,200757,Thabo Sefolosha,HOU,375,0.48,0.73,1.21,1.103,1.231,0.16,0.24,0.4,1.12,0.44,0.68,121
2020,200765,Rajon Rondo,LAL,860,-1.4,-1.4,-2.8,1.114,1.209,-1.0,-1.0,-2.0,-2.59,-1.29,-1.3,260
2020,200768,Kyle Lowry,TOR,1909,2.44,2.47,4.91,1.07,1.021,3.79,3.84,7.63,4.53,2.25,2.28,16
2020,200782,P.J. Tucker,HOU,2173,-1.68,-0.07,-1.75,0.746,1.148,-3.24,-0.13,-3.37,-1.61,-1.55,-0.06,310
2020,200794,Paul Millsap,DEN,1135,1.39,1.62,3.02,1.101,1.205,1.27,1.48,2.75,2.78,1.29,1.5,51
2020,200826,J.J. Barea,DAL,407,0.63,0.21,0.83,1.118,1.206,0.2,0.07,0.27,0.77,0.58,0.19,132
2020,201143,Al Horford,PHI,1835,2.33,2.57,4.9,0.953,1.108,3.39,3.74,7.13,4.52,2.15,2.37,18
2020,201144,Mike Conley,UTA,1207,3.22,2.13,5.35,1.105,1.171,3.03,2.0,5.03,4.94,2.97,1.97,25
2020,201145,Jeff Green,UTA,849,-1.51,-0.85,-2.37,1.032,1.037,-1.0,-0.57,-1.57,-2.18,-1.4,-0.79,242
2020,201152,Thaddeus Young,CHI,1402,0.51,0.32,0.83,0.989,0.967,0.64,0.4,1.04,0.76,0.47,0.29,100
2020,201158,Marco Belinelli,SAS,755,-1.06,-1.5,-2.55,1.066,1.065,-0.68,-0.96,-1.64,-2.36,-0.98,-1.38,245
2020,201162,Jared Dudley,LAL,331,0.39,0.66,1.06,0.92,1.183,0.11,0.18,0.29,0.98,0.36,0.61,129
2020,201163,Wilson Chandler,BRK,658,-1.53,-1.42,-2.94,0.946,1.106,-0.81,-0.75,-1.57,-2.72,-1.41,-1.31,243
2020,201188,Marc Gasol,TOR,1087,1.85,2.82,4.67,1.135,1.016,1.64,2.5,4.14,4.31,1.71,2.6,32
2020,201229,Anthony Tolliver,POR,789,0.19,0.32,0.51,0.921,1.126,0.11,0.2,0.31,0.47,0.17,0.3,127
2020,201565,Derrick Rose,DET,1155,-0.62,-0.76,-1.38,1.153,1.115,-0.62,-0.76,-1.38,-1.28,-0.58,-0.7,231
2020,201566,Russell Westbrook,HOU,1834,3.61,2.78,6.39,1.104,1.149,5.88,4.52,10.4,5.89,3.33,2.56,9
2020,201567,Kevin Love,CLE,1619,0.14,1.1,1.24,1.197,1.089,0.2,1.63,1.84,1.14,0.13,1.02,73
2020,201568,Danilo Gallinari,OKC,1584,1.57,1.47,3.04,1.031,1.14,2.07,1.94,4.01,2.8,1.45,1.35,33
2020,201569,Eric Gordon,HOU,861,-0.02,0.53,0.51,1.053,1.106,-0.01,0.4,0.39,0.47,-0.02,0.49,124
2020,201571,D.J. Augustin,ORL,1232,-0.4,-0.64,-1.04,1.015,1.159,-0.4,-0.64,-1.04,-0.96,-0.37,-0.59,215
2020,201572,Brook Lopez,MIL,1639,1.2,2.7,3.91,1.06,1.056,1.64,3.69,5.33,3.61,1.11,2.49,22
2020,201577,Robin Lopez,MIL,842,0.4,1.21,1.6,1.033,1.104,0.28,0.84,1.12,1.48,0.37,1.11,96
2020,201580,JaVale McGee,LAL,1093,-0.23,0.4,0.17,1.257,1.274,-0.21,0.36,0.15,0.15,-0.21,0.37,136
2020,201584,Courtney Lee,DAL,316,-0.78,-1.23,-2.01,1.081,1.114,-0.2,-0.31,-0.5,-1.85,-0.72,-1.13,185
2020,201586,Serge Ibaka,TOR,1316,0.23,0.49,0.72,0.997,0.991,0.25,0.53,0.77,0.67,0.21,0.45,109
2020,201587,Nicolas Batum,CHO,432,-0.19,-1.19,-1.38,1.103,1.128,-0.07,-0.46,-0.53,-1.27,-0.17,-1.1,188
2020,201588,George Hill,MIL,1053,0.47,0.86,1.33,0.996,1.049,0.42,0.75,1.17,1.23,0.44,0.79,94
2020,201599,DeAndre Jordan,BRK,1091,0.47,1.79,2.26,0.91,1.044,0.42,1.57,1.99,2.09,0.44,1.65,65
2020,201609,Goran Dragic,MIA,1469,0.71,-0.11,0.61,1.092,1.1,0.89,-0.13,0.76,0.56,0.66,-0.1,110
2020,201933,Blake Griffin,DET,475,1.72,2.68,4.41,1.041,1.1,0.71,1.1,1.81,4.07,1.59,2.48,75
2020,201935,James Harden,HOU,2174,6.96,2.18,9.14,1.206,1.107,13.43,4.22,17.65,8.44,6.42,2.02,1
2020,201937,Ricky Rubio,PHO,1853,-0.42,0.5,0.08,1.02,1.105,-0.63,0.74,0.11,0.07,-0.39,0.46,140
2020,201942,DeMar DeRozan,SAS,1973,1.58,-0.7,0.88,1.193,0.977,2.65,-1.17,1.48,0.81,1.45,-0.64,81
2020,201949,James Johnson,MIN,552,0.19,1.25,1.44,1.017,1.13,0.08,0.54,0.63,1.33,0.18,1.15,114
2020,201950,Jrue Holiday,NOP,1945,2.17,3.06,5.23,1.157,1.074,3.34,4.73,8.07,4.82,2.0,2.83,13
2020,201952,Jeff Teague,MIN,1301,-0.62,0.87,0.25,1.049,1.095,-0.63,0.89,0.26,0.24,-0.57,0.8,134
2020,201959,Taj Gibson,NYK,967,-0.44,0.19,-0.25,0.937,1.135,-0.37,0.16,-0.21,-0.23,-0.41,0.18,159
2020,201961,Wayne Ellington,NYK,487,-0.37,-1.38,-1.75,0.982,1.089,-0.16,-0.58,-0.74,-1.61,-0.34,-1.27,201
2020,201976,Patrick Beverley,LAC,1251,0.43,1.46,1.89,1.046,1.225,0.46,1.58,2.05,1.74,0.39,1.35,61
2020,201980,Danny Green,LAL,1535,0.37,1.23,1.61,0.954,1.08,0.48,1.57,2.05,1.48,0.34,1.14,62
2020,201988,Patty Mills,SAS,1238,0.43,0.27,0.7,1.009,1.122,0.45,0.28,0.73,0.64,0.39,0.25,111
2020,202066,Garrett Temple,BRK,1565,-1.06,-1.56,-2.61,0.987,1.084,-1.34,-1.97,-3.3,-2.41,-0.97,-1.44,309
2020,202083,Wesley Matthews,MIL,1491,-0.81,-1.81,-2.62,0.947,1.021,-1.01,-2.25,-3.25,-2.42,-0.75,-1.67,306
2020,202324,Derrick Favors,NOP,1147,0.12,0.04,0.16,1.091,1.075,0.11,0.03,0.14,0.14,0.11,0.03,137
2020,202329,Al-Farouq Aminu,ORL,326,-0.78,1.31,0.54,0.958,1.086,-0.21,0.35,0.14,0.5,-0.72,1.21,138
2020,202330,Gordon Hayward,BOS,1572,1.73,0.6,2.33,1.148,1.09,2.2,0.76,2.96,2.15,1.59,0.56,48
2020,202331,Paul George,LAC,1292,3.74,3.17,6.91,1.078,1.013,4.19,3.56,7.74,6.38,3.45,2.93,15
2020,202334,Ed Davis,UTA,282,0.27,1.0,1.27,1.03,1.221,0.06,0.22,0.28,1.17,0.25,0.92,131
2020,202335,Patrick Patterson,LAC,670,-1.08,-0.85,-1.93,0.979,1.165,-0.63,-0.49,-1.12,-1.78,-1.0,-0.78,219
2020,202339,Eric Bledsoe,MIL,1508,1.66,1.18,2.84,0.981,1.064,2.09,1.48,3.56,2.62,1.53,1.09,39
2020,202340,Avery Bradley,LAL,1087,-1.35,-2.1,-3.45,1.109,1.081,-1.22,-1.89,-3.11,-3.18,-1.25,-1.94,298
2020,202355,Hassan Whiteside,POR,1817,1.53,1.9,3.44,1.057,1.094,2.17,2.7,4.86,3.17,1.41,1.76,27
2020,202357,Nemanja Bjelica,SAC,1852,1.25,1.68,2.93,1.045,1.166,1.88,2.54,4.42,2.7,1.15,1.55,30
2020,202397,Ish Smith,WAS,1584,1.16,1.01,2.17,1.175,1.151,1.48,1.3,2.78,2.0,1.07,0.93,50
2020,202681,Kyrie Irving,BRK,604,4.57,2.1,6.66,1.081,1.063,2.23,1.02,3.25,6.15,4.21,1.93,43
2020,202683,Enes Freedom,BOS,890,0.35,0.05,0.4,1.158,1.167,0.26,0.04,0.29,0.37,0.33,0.04,130
2020,202684,Tristan Thompson,CLE,1569,-1.57,-0.65,-2.22,1.009,1.186,-2.25,-0.93,-3.19,-2.05,-1.45,-0.6,302
2020,202685,Jonas Valančiūnas,MEM,1723,0.19,1.79,1.98,1.164,1.218,0.26,2.45,2.71,1.83,0.18,1.65,52
2020,202687,Bismack Biyombo,CHO,939,-2.14,-1.13,-3.27,0.952,1.115,-1.78,-0.94,-2.72,-3.02,-1.97,-1.04,287
2020,202688,Brandon Knight,CLE,413,-3.15,-3.57,-6.72,1.434,1.489,-1.19,-1.35,-2.54,-6.2,-2.91,-3.3,285
2020,202689,Kemba Walker,BOS,1573,3.91,2.39,6.3,1.143,1.119,4.97,3.04,8.01,5.81,3.61,2.21,14
2020,202692,Alec Burks,GSW,1493,-1.55,-2.1,-3.65,1.061,1.085,-2.01,-2.73,-4.74,-3.37,-1.43,-1.94,332
2020,202693,Markieff Morris,DET,1055,-1.39,-0.87,-2.25,1.056,1.137,-1.26,-0.79,-2.06,-2.08,-1.28,-0.8,264
2020,202694,Marcus Morris Sr.,NYK,1751,-0.41,-0.89,-1.29,1.073,1.033,-0.62,-1.35,-1.97,-1.19,-0.37,-0.82,259
2020,202695,Kawhi Leonard,LAC,1706,4.54,2.24,6.78,1.158,1.125,6.72,3.31,10.03,6.26,4.19,2.07,10
2020,202696,Nikola Vučević,ORL,1809,2.86,2.74,5.6,1.102,1.179,4.21,4.03,8.24,5.17,2.64,2.53,12
2020,202699,Tobias Harris,PHI,2241,0.78,0.59,1.37,1.09,1.006,1.38,1.05,2.44,1.26,0.72,0.55,56
2020,202704,Reggie Jackson,DET,664,-0.12,-0.38,-0.5,1.135,1.09,-0.07,-0.22,-0.29,-0.46,-0.11,-0.35,164
2020,202709,Cory Joseph,SAC,1563,-0.25,-0.08,-0.33,0.969,1.059,-0.32,-0.1,-0.42,-0.3,-0.23,-0.07,177
2020,202710,Jimmy Butler III,MIA,1759,3.15,2.43,5.58,1.133,1.079,4.69,3.62,8.32,5.15,2.9,2.24,11
2020,202711,Bojan Bogdanovic,UTA,1837,-0.24,-1.35,-1.59,1.098,1.122,-0.34,-1.93,-2.27,-1.47,-0.22,-1.25,276
2020,202722,Davis Bertans,WAS,1398,1.92,1.41,3.34,1.031,1.213,2.18,1.6,3.78,3.08,1.77,1.3,37
2020,202734,E'Twaun Moore,NOP,947,-0.79,-1.94,-2.72,1.004,1.147,-0.59,-1.46,-2.05,-2.51,-0.73,-1.79,263
2020,202738,Isaiah Thomas,WAS,842,0.39,-0.41,-0.02,1.153,1.222,0.27,-0.28,-0.02,-0.02,0.36,-0.38,145
2020,202954,Brad Wanamaker,BOS,1211,0.65,1.24,1.9,1.553,1.751,0.64,1.22,1.86,1.75,0.6,1.15,72
2020,203076,Anthony Davis,LAL,1902,4.18,4.16,8.34,1.078,0.974,6.6,6.56,13.16,7.7,3.86,3.84,4
2020,203077,Michael Kidd-Gilchrist,CHO,251,-0.76,-0.11,-0.87,1.039,1.139,-0.17,-0.02,-0.19,-0.8,-0.7,-0.1,155
2020,203078,Bradley Beal,WAS,1827,2.85,0.81,3.66,1.058,1.073,4.21,1.2,5.41,3.37,2.63,0.75,21
2020,203081,Damian Lillard,POR,2218,5.33,1.74,7.08,1.111,1.07,9.21,3.01,12.22,6.53,4.92,1.61,5
2020,203082,Terrence Ross,ORL,1643,-0.11,-0.8,-0.91,1.083,1.158,-0.15,-1.06,-1.22,-0.84,-0.11,-0.73,221
2020,203083,Andre Drummond,DET,1692,-0.08,0.91,0.84,1.047,0.982,-0.11,1.34,1.23,0.77,-0.07,0.84,90
2020,203084,Harrison Barnes,SAC,2236,-0.12,0.01,-0.12,1.064,1.049,-0.22,0.01,-0.22,-0.11,-0.11,0.0,160
2020,203085,Austin Rivers,HOU,1390,-1.1,-1.44,-2.54,0.983,1.101,-1.36,-1.78,-3.13,-2.34,-1.02,-1.33,300
